source_gene,source_lfc,target_gene,target_lfc,lfc_diff
B9J08_004928,-1.395112927,B9J08_05195,-1.39513415981471,2.1232814710003822e-05
B9J08_000990,1.848935452,B9J08_05237,1.84897013139716,3.4679397159953496e-05
B9J08_004310,-1.123351253,B9J08_00330,-1.12340804928885,5.679628885002508e-05
B9J08_000905,1.202104382,B9J08_05245,1.2020428021527,6.157984729981969e-05
B9J08_002694,-1.604115578,B9J08_02470,-1.60418290745965,6.732945965004511e-05
B9J08_001918,-1.162541209,B9J08_00966,-1.16242861710128,0.00011259189871992703
B9J08_004562,1.315432517,B9J08_02038,1.3156623927797,0.00022987577969990625
B9J08_002480,-1.313176259,B9J08_00588,-1.31343747101023,0.00026121201022988316
B9J08_002234,-1.782076538,B9J08_00901,-1.78179194963157,0.0002845883684301498
B9J08_005201,-1.008848625,B9J08_00875,-1.00854138659929,0.00030723840070989716
B9J08_001940,-2.919199546,B9J08_02698,-2.91951930268098,0.00031975668097983245
B9J08_001524,1.243019529,B9J08_04512,1.24339291437746,0.00037338537746012257
B9J08_001834,-1.489213414,B9J08_03811,-1.48959432450463,0.000380910504629961
B9J08_000030,-1.340268862,B9J08_02220,-1.34068145910506,0.00041259710505991976
B9J08_001171,-2.336151385,B9J08_04790,-2.33572285121479,0.00042853378521012786
B9J08_001521,1.114673544,B9J08_04065,1.11510824257338,0.0004346985733800768
B9J08_004292,1.111042668,B9J08_04056,1.11147868230879,0.00043601430879003367
B9J08_000447,-1.341714548,B9J08_05233,-1.34215242212255,0.00043787412255014146
B9J08_002847,1.125504502,B9J08_01144,1.12495168289723,0.0005528191027701634
B9J08_004192,1.643332067,B9J08_04929,1.64389259491914,0.0005605279191400747
B9J08_000874,-1.379814039,B9J08_03456,-1.37923854294557,0.0005754960544299692
B9J08_001875,-1.122794614,B9J08_00330,-1.12340804928885,0.0006134352888500505
B9J08_001482,1.0524964,B9J08_03859,1.05184800435306,0.0006483956469400809
B9J08_004441,-1.296864337,B9J08_05576,-1.29752227334082,0.00065793634082012
B9J08_001526,1.033010158,B9J08_05489,1.03368319850233,0.0006730405023300801
B9J08_001930,-1.526008986,B9J08_00834,-1.52669654043294,0.0006875544329401073
B9J08_003038,-1.09253133,B9J08_05271,-1.09330218580787,0.0007708558078700634
B9J08_005580,1.818105508,B9J08_00451,1.81732831131649,0.0007771966835099509
B9J08_001951,-2.015457446,B9J08_02515,-2.01467848688061,0.0007789591193900769
B9J08_002669,1.860189606,B9J08_04303,1.86098085735779,0.0007912513577899016
B9J08_000512,-1.525857096,B9J08_00834,-1.52669654043294,0.0008394444329400397
B9J08_004101,1.375941014,B9J08_01766,1.37509588515438,0.0008451288456199357
B9J08_005226,-1.08580544,B9J08_04956,-1.08669216156106,0.0008867215610601775
B9J08_004188,-1.266334664,B9J08_02894,-1.26544190286811,0.0008927611318898521
B9J08_003541,-1.094243441,B9J08_05271,-1.09330218580787,0.0009412551921299528
B9J08_005075,-1.575213991,B9J08_04735,-1.57615909108221,0.0009451000822100486
B9J08_004790,1.110531311,B9J08_04056,1.11147868230879,0.0009473713087901903
B9J08_000863,1.236084759,B9J08_05387,1.23704038041396,0.000955621413960106
B9J08_000003,1.040987092,B9J08_04191,1.04000695508276,0.000980136917239971
B9J08_003830,1.131508274,B9J08_01855,1.13051400990471,0.0009942640952900206
B9J08_000834,1.110446375,B9J08_04056,1.11147868230879,0.0010323073087901147
B9J08_005172,1.086125776,B9J08_02521,1.08723474519274,0.0011089691927399503
B9J08_002309,-1.441157335,B9J08_02552,-1.44229178407402,0.0011344490740199387
B9J08_004375,-1.096957443,B9J08_03463,-1.09809411646042,0.0011366734604201234
B9J08_002628,2.069397134,B9J08_03738,2.07053566549197,0.001138531491970074
B9J08_004553,1.053058829,B9J08_03859,1.05184800435306,0.0012108246469400008
B9J08_001787,1.448209515,B9J08_05141,1.4469968095865,0.0012127054135000481
B9J08_000446,1.175757941,B9J08_04593,1.17454030244024,0.0012176385597599815
B9J08_003772,-1.08966027,B9J08_00551,-1.09089016244812,0.0012298924481199958
B9J08_001125,-2.334460391,B9J08_04790,-2.33572285121479,0.0012624602147899289
B9J08_002108,-2.175749999,B9J08_02983,-2.17439464889665,0.0013553501033500837
B9J08_003306,-4.719557718,B9J08_04503,-4.71818852633779,0.0013691916622100564
B9J08_001986,1.113345689,B9J08_04615,1.111961341013,0.0013843479869999342
B9J08_004797,-2.175808396,B9J08_02983,-2.17439464889665,0.0014137471033497384
B9J08_002761,-1.138317323,B9J08_00345,-1.13685747508734,0.0014598479126601838
B9J08_000686,1.771571572,B9J08_01964,1.77009674799824,0.0014748240017601333
B9J08_004171,-2.20466969,B9J08_04757,-2.20620865756945,0.001538967569450378
B9J08_003998,1.032131975,B9J08_05489,1.03368319850233,0.001551223502330057
B9J08_002691,-1.701590956,B9J08_02832,-1.699949915314,0.001641040685999906
B9J08_001531,1.235314345,B9J08_05387,1.23704038041396,0.001726035413960103
B9J08_001525,1.075733946,B9J08_03732,1.07395716581217,0.001776780187829896
B9J08_001740,1.397495748,B9J08_04948,1.39570706121279,0.0017886867872101142
B9J08_001660,1.448814802,B9J08_05141,1.4469968095865,0.0018179924135000025
B9J08_003908,1.255466852,B9J08_05250,1.25363578615556,0.0018310658444400385
B9J08_001529,1.322917684,B9J08_03029,1.32105619387037,0.0018614901296301056
B9J08_003267,1.031773952,B9J08_05489,1.03368319850233,0.001909246502330042
B9J08_004863,-1.218931472,B9J08_00356,-1.2208669007316,0.0019354287316000196
B9J08_000694,1.404455515,B9J08_02180,1.4063971183945,0.0019416033945001132
B9J08_004309,-1.411352851,B9J08_03563,-1.41333789049556,0.001985039495560059
B9J08_005114,-1.224828933,B9J08_02886,-1.22682497679899,0.001996043798990099
B9J08_002529,-1.588516321,B9J08_05247,-1.58643516481324,0.0020811561867599693
B9J08_004387,1.641806401,B9J08_04929,1.64389259491914,0.0020861939191401113
B9J08_001448,-1.338473452,B9J08_03864,-1.33635614549729,0.0021173065027098037
B9J08_004786,-2.137462304,B9J08_00550,-2.13963938964124,0.002177085641239973
B9J08_000594,-1.385145291,B9J08_04867,-1.38746088279687,0.00231559179687002
B9J08_003003,-2.338135647,B9J08_04790,-2.33572285121479,0.0024127957852102533
B9J08_000915,1.071537338,B9J08_03732,1.07395716581217,0.0024198278121700945
B9J08_001860,-1.065117782,B9J08_01825,-1.06266520413854,0.0024525778614599147
B9J08_002261,-1.077212582,B9J08_00296,-1.07968285032086,0.0024702683208599474
B9J08_003374,1.054342458,B9J08_03859,1.05184800435306,0.002494453646940009
B9J08_003903,-1.166020458,B9J08_05064,-1.16855511496104,0.0025346569610400493
B9J08_004534,1.500226953,B9J08_00257,1.50277441335474,0.002547460354739961
B9J08_001714,-1.306030601,B9J08_02345,-1.30863139859826,0.0026007975982600406
B9J08_004775,-1.478955643,B9J08_02955,-1.47631310848936,0.0026425345106400044
B9J08_004451,2.343816476,B9J08_03734,2.34648453556581,0.002668059565809955
B9J08_004026,-1.416042753,B9J08_03563,-1.41333789049556,0.002704862504439909
B9J08_000701,-1.962501289,B9J08_03973,-1.96529841233379,0.002797123333790008
B9J08_003737,-1.183879733,B9J08_04495,-1.18107843493081,0.002801298069189828
B9J08_000709,-1.778984103,B9J08_00901,-1.78179194963157,0.0028078466315699657
B9J08_005563,1.403535357,B9J08_02180,1.4063971183945,0.0028617613945001175
B9J08_002248,-1.113818919,B9J08_00487,-1.11075139555818,0.0030675234418200414
B9J08_002499,-1.213297573,B9J08_01595,-1.21015482930709,0.0031427436929098995
B9J08_002729,-1.29434163,B9J08_05576,-1.29752227334082,0.003180643340820133
B9J08_003550,-1.553051919,B9J08_05253,-1.55623327283014,0.0031813538301399547
B9J08_001205,-1.521639447,B9J08_01359,-1.52487046458919,0.0032310175891898663
B9J08_000988,1.161692133,B9J08_00706,1.16492701401603,0.003234881016029867
B9J08_002889,-1.187658861,B9J08_00003,-1.19092218424913,0.0032633232491299236
B9J08_000261,-1.316713374,B9J08_00588,-1.31343747101023,0.0032759029897702074
B9J08_005552,1.398992862,B9J08_04948,1.39570706121279,0.0032858007872100803
B9J08_004476,-2.036356164,B9J08_03024,-2.03966884899298,0.0033126849929803193
B9J08_003657,-1.43894025,B9J08_02552,-1.44229178407402,0.0033515340740200017
B9J08_001339,-1.157950134,B9J08_01399,-1.1613264597561,0.0033763257560999183
B9J08_005545,-2.324007065,B9J08_04435,-2.32745824579472,0.0034511807947201767
B9J08_002976,-1.445809885,B9J08_02552,-1.44229178407402,0.00351810092598015
B9J08_002566,-1.277142153,B9J08_01423,-1.28072976613848,0.0035876131384799947
B9J08_003500,-1.479931449,B9J08_02955,-1.47631310848936,0.003618340510640028
B9J08_005300,-1.785410319,B9J08_00901,-1.78179194963157,0.0036183693684299634
B9J08_004839,-1.543163373,B9J08_00400,-1.5468585301127,0.003695157112699965
B9J08_001985,2.189045627,B9J08_01779,2.19284401730163,0.0037983903016298726
B9J08_002942,-1.012351711,B9J08_00875,-1.00854138659929,0.0038103244007099413
B9J08_004888,1.06606625,B9J08_01391,1.06208761492958,0.003978635070420067
B9J08_000517,-1.216877915,B9J08_00356,-1.2208669007316,0.003988985731600003
B9J08_001547,-2.251717753,B9J08_05223,-2.24772028197156,0.003997471028439836
B9J08_002243,-1.417373359,B9J08_03563,-1.41333789049556,0.004035468504439921
B9J08_000936,-1.234939117,B9J08_00748,-1.23079764295351,0.004141474046490012
B9J08_001213,-1.031164527,B9J08_01695,-1.02688822877011,0.004276298229890063
B9J08_001206,-1.235180617,B9J08_00748,-1.23079764295351,0.004382974046490018
B9J08_001313,-1.176669177,B9J08_04495,-1.18107843493081,0.004409257930810151
B9J08_001364,1.35617013,B9J08_00128,1.35157217780274,0.004597952197259891
B9J08_002250,1.957713495,B9J08_04857,1.95306001699062,0.0046534780093798744
B9J08_005056,-1.327150667,B9J08_05258,-1.33192142949779,0.00477076249778996
B9J08_001484,2.28574143,B9J08_01530,2.29055205713254,0.004810627132540102
B9J08_005520,-1.031751185,B9J08_01695,-1.02688822877011,0.004862956229890081
B9J08_003909,1.356506883,B9J08_00128,1.35157217780274,0.004934705197259914
B9J08_001748,-1.14595568,B9J08_01630,-1.14093707286203,0.005018607137969866
B9J08_004931,2.009755115,B9J08_02330,2.00473356650811,0.005021548491889849
B9J08_001161,-1.370237528,B9J08_04942,-1.37533611545062,0.0050985874506199735
B9J08_003109,-2.494102404,B9J08_00018,-2.48892685896502,0.005175545034979745
B9J08_000997,-1.369878632,B9J08_04942,-1.37533611545062,0.0054574834506200265
B9J08_005062,1.611623457,B9J08_00020,1.60592654862341,0.005696908376590093
B9J08_003921,1.700070284,B9J08_04949,1.70581331845886,0.005743034458860041
B9J08_001548,-1.926652539,B9J08_04737,-1.92083863534435,0.005813903655649932
B9J08_005317,-1.117571272,B9J08_00330,-1.12340804928885,0.005836777288850126
B9J08_004840,-1.0328063,B9J08_01695,-1.02688822877011,0.005918071229890076
B9J08_000791,-1.791162572,B9J08_04372,-1.79716777899865,0.006005206998650037
B9J08_001956,1.230227109,B9J08_02792,1.22413168300241,0.006095425997590054
B9J08_004830,-1.495704153,B9J08_03811,-1.48959432450463,0.006109828495370007
B9J08_003678,1.013275961,B9J08_04522,1.01943635510984,0.0061603941098400394
B9J08_004324,-1.117158642,B9J08_00330,-1.12340804928885,0.006249407288850151
B9J08_001520,1.153062791,B9J08_04933,1.14658384733289,0.006478943667109993
B9J08_005565,1.104916519,B9J08_02873,1.09836296306387,0.006553555936130051
B9J08_005571,1.158358944,B9J08_00706,1.16492701401603,0.006568070016029992
B9J08_001025,-1.930148409,B9J08_01580,-1.93677321566815,0.006624806668150018
B9J08_002330,1.582711277,B9J08_00389,1.57607171385679,0.006639563143210125
B9J08_005090,-1.806894386,B9J08_03307,-1.80021894593303,0.006675440066969962
B9J08_001741,2.616210978,B9J08_04958,2.6229365322997,0.0067255542997002316
B9J08_001523,1.302237859,B9J08_03687,1.30911082799187,0.006872968991869843
B9J08_005490,-1.428090839,B9J08_05063,-1.43541905668261,0.007328217682609939
B9J08_004798,1.194500745,B9J08_05245,1.2020428021527,0.007542057152700066
B9J08_002886,-1.981269803,B9J08_04183,-1.98915820204052,0.007888399040520078
B9J08_001590,-3.207170947,B9J08_04137,-3.21521253427478,0.008041587274780326
B9J08_003722,-1.421460733,B9J08_03563,-1.41333789049556,0.008122842504439953
B9J08_002118,-3.207001371,B9J08_04137,-3.21521253427478,0.008211163274780109
B9J08_004544,-4.067377662,B9J08_03737,-4.05889687867058,0.008480783329420483
B9J08_000479,1.01040632,B9J08_04522,1.01943635510984,0.009030035109840018
B9J08_002588,-1.6533099,B9J08_04428,-1.66238807465887,0.009078174658869953
B9J08_004098,1.995286016,B9J08_02330,2.00473356650811,0.00944755050810997
B9J08_002825,-1.247506637,B9J08_05509,-1.25704969495522,0.009543057955219814
B9J08_000592,-1.566165829,B9J08_05253,-1.55623327283014,0.009932556169859996
B9J08_002593,-3.836143836,B9J08_00874,-3.84626988939149,0.010126053391489975
B9J08_004469,-1.828128948,B9J08_05490,-1.81779947881221,0.010329469187789986
B9J08_001658,1.191268705,B9J08_04802,1.18075644919814,0.010512255801859993
B9J08_001852,-1.241324227,B9J08_00748,-1.23079764295351,0.010526584046490095
B9J08_000938,-2.25862653,B9J08_05223,-2.24772028197156,0.010906248028439869
B9J08_004930,2.081789472,B9J08_03738,2.07053566549197,0.011253806508030095
B9J08_000989,1.941086938,B9J08_04857,1.95306001699062,0.011973078990620056
B9J08_005257,-1.242862618,B9J08_00748,-1.23079764295351,0.012064975046490067
B9J08_001450,-2.476782535,B9J08_00018,-2.48892685896502,0.012144323965020298
B9J08_003632,-1.048809891,B9J08_01490,-1.06115611328886,0.012346222288859954
B9J08_003910,-1.244447501,B9J08_05509,-1.25704969495522,0.012602193955219887
B9J08_004204,2.388663618,B9J08_03058,2.40186585202205,0.013202234022050341
B9J08_004899,-3.088926237,B9J08_02550,-3.10281499318285,0.013888756182850237
B9J08_002141,-5.000255643,B9J08_00523,-5.01443082757372,0.01417518457371969
B9J08_005063,-2.705430263,B9J08_01350,-2.69114584008535,0.01428442291464993
B9J08_003016,-3.272322246,B9J08_01223,-3.25795424116576,0.014368004834239834
B9J08_002231,-3.557451621,B9J08_01331,-3.54301484920622,0.01443677179377989
B9J08_002762,-2.569618898,B9J08_01838,-2.58516496882935,0.01554607082935
B9J08_001487,-3.911091212,B9J08_00957,-3.9283968258636,0.017305613863599856
B9J08_004378,-3.365610296,B9J08_00967,-3.34743123439332,0.018179061606679703
B9J08_002663,-2.672879247,B9J08_01350,-2.69114584008535,0.018266593085349836
B9J08_002280,-1.738808266,B9J08_05238,-1.71902880044651,0.019779465553489972
B9J08_001292,-3.52236499,B9J08_01331,-3.54301484920622,0.02064985920622009
B9J08_004886,-3.017096007,B9J08_00019,-2.99640223102844,0.02069377597155997
B9J08_004172,-2.898547402,B9J08_02698,-2.91951930268098,0.02097190068097987
B9J08_003517,1.931666839,B9J08_04857,1.95306001699062,0.021393177990620016
B9J08_003981,-1.751118489,B9J08_00448,-1.77298842080871,0.021869931808710108
B9J08_001545,2.752198364,B9J08_04419,2.77463049869923,0.022432134699230222
B9J08_005568,2.370579789,B9J08_03734,2.34648453556581,0.024095253434190056
B9J08_002630,-3.021137801,B9J08_00019,-2.99640223102844,0.0247355699715599
B9J08_002451,-4.30435709,B9J08_04312,-4.33106979431498,0.026712704314980407
B9J08_004787,-5.097066468,B9J08_01167,-5.06621103945576,0.030855428544240837
B9J08_002840,-2.640959377,B9J08_00821,-2.60944868265794,0.03151069434206022
B9J08_004946,-2.885293706,B9J08_02698,-2.91951930268098,0.03422559668097991
B9J08_005429,-3.784132611,B9J08_00410,-3.81952753275753,0.03539492175753001
B9J08_003099,-2.650667678,B9J08_01350,-2.69114584008535,0.04047816208534982
B9J08_000740,-2.868459111,B9J08_03946,-2.82369230862611,0.04476680237389008
B9J08_004331,-2.738028546,B9J08_01350,-2.69114584008535,0.046882705914649936
B9J08_004243,4.945654225,B9J08_04853,5.07677226881282,0.13111804381281988
B9J08_001458,-6.675889746,B9J08_03708,-6.81708493204727,0.14119518604726977
B9J08_001015,3.951163642,B9J08_00441,4.13952622216837,0.18836258016836993
B9J08_002660,3.924133142,B9J08_00441,4.13952622216837,0.2153930801683699
B9J08_004893,3.849841114,B9J08_00441,4.13952622216837,0.2896851081683698
B9J08_003002,-6.472832493,B9J08_00861,-6.15666191020295,0.31617058279705024
